time_s,P_ref,P_cmd,P_fw,P_mech,P_loss,P_loss_base,P_loss_standby,P_loss_bearing,P_loss_windage,P_loss_motor,P_loss_converter,P_loss_conversion,P_loss_total,omega,rpm,soc,energy_kwh,usable_energy_kwh,torque,dc_bus_voltage_v,charge_enabled,discharge_enabled,limit_reason_code,rated_limit_w,torque_limit_w,motor_current_limit_w,converter_current_limit_w,hardware_limit_w,soc_discharge_limit_w,soc_charge_limit_w,discharge_limit_w,charge_limit_w,dc_bus_load_power_w,dc_bus_source_power_w,dc_bus_balance_power_w,dc_bus_net_power_w
696.7,629.71757,629.71757,643.52257,-705.77162,105.2662,105.2662,50,22.196583,33.069619,42.346297,19.90276,62.249057,167.51526,1489.83,14226.829,0.64569217,0.77069217,0.64569217,0.47372628,403.37949,1,1,8,5000,12663.74,23837.628,16134.95,5000,5000,5000,5000,5000,597.16974,0,597.16974,46.352823
696.8,627.5546,627.5546,642.00301,-704.10508,105.2641,105.2641,50,22.195934,33.068169,42.246305,19.855763,62.102068,167.36617,1489.8083,14226.621,0.64566968,0.77066968,0.64566968,0.47261456,403.38557,1,1,8,5000,12663.555,23837.28,16135.18,5000,5000,5000,5000,5000,592.96693,0,592.96693,49.036079
696.9,625.32331,625.32331,640.41573,-702.36426,105.26201,105.26201,50,22.195287,33.066722,42.141855,19.806672,61.948527,167.21054,1489.7866,14226.414,0.64564725,0.77064725,0.64564725,0.47145293,403.39197,1,1,8,5000,12663.37,23836.932,16135.423,5000,5000,5000,5000,5000,588.76607,0,588.76607,51.649659
697,623.02532,623.02532,638.76081,-700.54926,105.25992,105.25992,50,22.194641,33.065278,42.032955,19.755489,61.788445,167.04836,1489.765,14226.207,0.64562487,0.77062487,0.64562487,0.47024147,403.39869,1,1,8,5000,12663.186,23836.585,16135.679,5000,5000,5000,5000,5000,584.57299,0,584.57299,54.187825
697.1,620.66242,620.66242,637.03852,-698.66037,105.25783,105.25783,50,22.193996,33.063838,41.919622,19.702222,61.621844,166.87968,1489.7434,14226.001,0.64560254,0.77060254,0.64560254,0.46898035,403.40571,1,1,8,5000,12663.002,23836.239,16135.947,5000,5000,5000,5000,5000,580.39352,0,580.39352,56.645
697.2,618.23653,618.23653,635.24928,-696.69804,105.25575,105.25575,50,22.193353,33.062401,41.801883,19.646885,61.448768,166.70452,1489.7218,14225.796,0.64558026,0.77058026,0.64558026,0.46766989,403.41302,1,1,8,5000,12662.819,23835.894,16136.228,5000,5000,5000,5000,5000,576.23351,0,576.23351,59.015767
697.3,615.7497,615.7497,633.39365,-694.66292,105.25368,105.25368,50,22.192711,33.060967,41.679775,19.589494,61.269269,166.52295,1489.7004,14225.591,0.64555804,0.77055804,0.64555804,0.4663105,403.42062,1,1,8,5000,12662.636,23835.549,16136.521,5000,5000,5000,5000,5000,572.09878,0,572.09878,61.294864
697.4,613.20412,613.20412,631.47236,-692.55578,105.25161,105.25161,50,22.192072,33.059537,41.553347,19.530073,61.08342,166.33503,1489.6789,14225.386,0.64553588,0.77053588,0.64553588,0.46490271,403.42849,1,1,8,5000,12662.453,23835.206,16136.825,5000,5000,5000,5000,5000,567.99518,0,567.99518,63.477183
697.5,610.60212,610.60212,629.48629,-690.3776,105.24954,105.24954,50,22.191433,33.058111,41.422656,19.468648,60.891304,166.14085,1489.6576,14225.182,0.64551378,0.77051378,0.64551378,0.46344718,403.43661,1,1,8,5000,12662.271,23834.863,16137.139,5000,5000,5000,5000,5000,563.92852,0,563.92852,65.557769
697.6,607.94613,607.94613,627.43648,-688.1295,105.24749,105.24749,50,22.190797,33.056688,41.28777,19.405252,60.693022,165.94051,1489.6363,14224.979,0.64549174,0.77049174,0.64549174,0.46194465,403.44498,1,1,8,5000,12662.089,23834.521,16137.464,5000,5000,5000,5000,5000,559.90466,0,559.90466,67.531818
697.7,605.23874,605.23874,625.32408,-685.81277,105.24543,105.24543,50,22.190162,33.05527,41.148766,19.33992,60.488686,165.73412,1489.615,14224.776,0.64546977,0.77046977,0.64546977,0.46039598,403.45358,1,1,8,5000,12661.908,23834.18,16137.799,5000,5000,5000,5000,5000,555.92941,0,555.92941,69.394671
697.8,602.48263,602.48263,623.15043,-683.42886,105.24339,105.24339,50,22.189529,33.053856,41.005731,19.272694,60.278425,165.52181,1489.5938,14224.573,0.64544786,0.77044786,0.64544786,0.45880215,403.4624,1,1,8,5000,12661.728,23833.84,16138.143,5000,5000,5000,5000,5000,552.00862,0,552.00862,71.141815
697.9,599.68061,599.68061,620.91698,-680.97936,105.24134,105.24134,50,22.188898,33.052446,40.858762,19.203618,60.06238,165.30372,1489.5727,14224.372,0.64542602,0.77042602,0.64542602,0.45716422,403.47141,1,1,8,5000,12661.548,23833.502,16138.496,5000,5000,5000,5000,5000,548.14811,0,548.14811,72.768878
698,596.8356,596.8356,618.62534,-678.46604,105.23931,105.23931,50,22.188269,33.051041,40.707962,19.132742,59.840705,165.08002,1489.5517,14224.171,0.64540425,0.77040425,0.64540425,0.45548338,403.48062,1,1,8,5000,12661.368,23833.164,16138.857,5000,5000,5000,5000,5000,544.35371,0,544.35371,74.271628
698.1,593.95062,593.95062,616.27723,-675.89079,105.23728,105.23728,50,22.187642,33.04964,40.553448,19.06012,59.613568,164.85085,1489.5307,14223.971,0.64538255,0.77038255,0.64538255,0.4537609,403.48999,1,1,8,5000,12661.189,23832.827,16139.225,5000,5000,5000,5000,5000,540.63126,0,540.63126,75.645969
698.2,591.02881,591.02881,613.87452,-673.25567,105.23526,105.23526,50,22.187017,33.048244,40.39534,18.98581,59.38115,164.61641,1489.5098,14223.771,0.64536093,0.77036093,0.64536093,0.45199815,403.49952,1,1,8,5000,12661.011,23832.491,16139.6,5000,5000,5000,5000,5000,536.98658,0,536.98658,76.887939
698.3,588.0734,588.0734,611.41922,-670.56287,105.23325,105.23325,50,22.186395,33.046852,40.233772,18.909873,59.143645,164.37689,1489.489,14223.572,0.64533938,0.77033938,0.64533938,0.4501966,403.50918,1,1,8,5000,12660.833,23832.157,16139.981,5000,5000,5000,5000,5000,533.42552,0,533.42552,77.993706
698.4,585.08774,585.08774,608.91345,-667.81471,105.23124,105.23124,50,22.185774,33.045466,40.068882,18.832375,58.901257,164.1325,1489.4682,14223.374,0.6453179,0.7703179,0.6453179,0.44835781,403.51897,1,1,8,5000,12660.656,23831.824,16140.367,5000,5000,5000,5000,5000,529.95388,0,529.95388,78.959566
698.5,582.07525,582.07525,606.35946,-665.01366,105.22924,105.22924,50,22.185156,33.044084,39.90082,18.753385,58.654205,163.88344,1489.4475,14223.176,0.64529651,0.77029651,0.64529651,0.44648344,403.52885,1,1,8,5000,12660.48,23831.491,16140.759,5000,5000,5000,5000,5000,526.57752,0,526.57752,79.781941
698.6,579.03946,579.03946,603.75962,-662.16233,105.22725,105.22725,50,22.184539,33.042707,39.72974,18.672978,58.402718,163.62996,1489.4269,14222.979,0.64527519,0.77027519,0.64527519,0.44457524,403.53882,1,1,8,5000,12660.304,23831.16,16141.154,5000,5000,5000,5000,5000,523.30224,0,523.30224,80.457373
698.7,575.984,575.984,601.11642,-659.26345,105.22526,105.22526,50,22.183925,33.041336,39.555807,18.591229,58.147037,163.3723,1489.4064,14222.783,0.64525395,0.77025395,0.64525395,0.44263504,403.54886,1,1,8,5000,12660.129,23830.831,16141.553,5000,5000,5000,5000,5000,520.13389,0,520.13389,80.982525
698.8,572.91256,572.91256,598.43246,-656.31988,105.22328,105.22328,50,22.183314,33.039969,39.379193,18.508221,57.887413,163.1107,1489.3859,14222.588,0.6452328,0.7702328,0.6452328,0.44066475,403.55894,1,1,8,5000,12659.954,23830.502,16141.954,5000,5000,5000,5000,5000,517.07829,0,517.07829,81.354173
698.9,569.82893,569.82893,595.71048,-653.33459,105.22131,105.22131,50,22.182705,33.038608,39.200075,18.424035,57.624111,162.84542,1489.3656,14222.393,0.64521173,0.77021173,0.64521173,0.43866637,403.56904,1,1,8,5000,12659.78,23830.175,16142.357,5000,5000,5000,5000,5000,514.14127,0,514.14127,81.56921
699,566.737,566.737,592.95329,-650.31069,105.21935,105.21935,50,22.182098,33.037253,39.018641,18.338761,57.357403,162.57675,1489.3453,14222.2,0.64519074,0.77019074,0.64519074,0.43664199,403.57916,1,1,8,5000,12659.607,23829.849,16142.762,5000,5000,5000,5000,5000,511.32865,0,511.32865,81.624637
699.1,563.64071,563.64071,590.16383,-647.2514,105.2174,105.2174,50,22.181493,33.035902,38.835084,18.252489,57.087573,162.30497,1489.3251,14222.007,0.64516984,0.77016984,0.64516984,0.43459377,403.58925,1,1,8,5000,12659.435,23829.524,16143.166,5000,5000,5000,5000,5000,508.64626,0,508.64626,81.517563
699.2,560.54409,560.54409,587.34514,-644.16005,105.21545,105.21545,50,22.180891,33.034558,38.649603,18.165313,56.814917,162.03037,1489.3049,14221.815,0.64514902,0.77014902,0.64514902,0.43252395,403.59932,1,1,8,5000,12659.263,23829.201,16143.57,5000,5000,5000,5000,5000,506.09993,0,506.09993,81.245201
699.3,557.45125,557.45125,584.50036,-641.04009,105.21351,105.21351,50,22.180292,33.033218,38.462406,18.077331,56.539736,161.75325,1489.2849,14221.623,0.6451283,0.7701283,0.6451283,0.43043483,403.60933,1,1,8,5000,12659.092,23828.879,16143.973,5000,5000,5000,5000,5000,503.69549,0,503.69549,80.804867
699.4,554.36637,554.36637,581.63273,-637.89507,105.21158,105.21158,50,22.179695,33.031885,38.273704,17.988641,56.262346,161.47393,1489.2649,14221.433,0.64510765,0.77010765,0.64510765,0.42832881,403.61927,1,1,8,5000,12658.922,23828.558,16144.373,5000,5000,5000,5000,5000,501.43875,0,501.43875,80.193976
699.5,551.2937,551.2937,578.74559,-634.72866,105.20966,105.20966,50,22.1791,33.030557,38.083719,17.899348,55.983067,161.19272,1489.2451,14221.243,0.6450871,0.7700871,0.6450871,0.42620833,403.6291,1,1,8,5000,12658.752,23828.239,16144.771,5000,5000,5000,5000,5000,499.33555,0,499.33555,79.410038
699.6,548.23754,548.23754,575.84236,-631.5446,105.20774,105.20774,50,22.178508,33.029234,37.892676,17.809558,55.702233,160.90998,1489.2253,14221.054,0.64506663,0.77006663,0.64506663,0.42407593,403.63882,1,1,8,5000,12658.583,23827.921,16145.164,5000,5000,5000,5000,5000,497.39171,0,497.39171,78.450657
699.7,545.20229,545.20229,572.92657,-628.34676,105.20584,105.20584,50,22.177919,33.027918,37.700806,17.719379,55.420184,160.62602,1489.2056,14220.866,0.64504626,0.77004626,0.64504626,0.4219342,403.6484,1,1,8,5000,12658.415,23827.604,16145.553,5000,5000,5000,5000,5000,495.61305,0,495.61305,77.313528
699.8,542.19238,542.19238,570.00183,-625.1391,105.20394,105.20394,50,22.177332,33.026607,37.508346,17.628923,55.137268,160.34121,1489.186,14220.678,0.64502597,0.77002597,0.64502597,0.41978579,403.65781,1,1,8,5000,12658.247,23827.289,16145.936,5000,5000,5000,5000,5000,494.00539,0,494.00539,75.996437
699.9,539.21232,539.21232,567.07182,-621.92566,105.20205,105.20205,50,22.176748,33.025302,37.31554,17.538304,54.853843,160.05589,1489.1664,14220.492,0.64500577,0.77000577,0.64500577,0.41763342,403.66704,1,1,8,5000,12658.081,23826.975,16146.312,5000,5000,5000,5000,5000,492.57457,0,492.57457,74.497251
700,536.26667,536.26667,564.14032,-618.7106,105.20017,105.20017,50,22.176166,33.024002,37.122636,17.447639,54.570275,159.77044,1489.147,14220.306,0.64498566,0.76998566,0.64498566,0.41547987,403.67606,1,1,8,5000,12657.915,23826.663,16146.682,5000,5000,5000,5000,5000,491.3264,0,491.3264,72.813924
700.1,533.36006,533.36006,561.21119,-615.49813,105.1983,105.1983,50,22.175587,33.022708,36.929888,17.357047,54.286935,159.48523,1489.1276,14220.121,0.64496564,0.76996564,0.64496564,0.41332799,403.68484,1,1,8,5000,12657.749,23826.352,16147.042,5000,5000,5000,5000,5000,490.2667,0,490.2667,70.944491
700.2,530.49717,530.49717,558.28837,-612.29257,105.19643,105.19643,50,22.175011,33.021421,36.737554,17.266651,54.004205,159.20064,1489.1083,14219.937,0.64494571,0.76994571,0.64494571,0.41118067,403.69338,1,1,8,5000,12657.585,23826.042,16147.394,5000,5000,5000,5000,5000,489.40131,0,489.40131,68.887062
700.3,527.68272,527.68272,555.37585,-609.09833,105.19458,105.19458,50,22.174437,33.020139,36.5459,17.176573,53.722472,158.91705,1489.0892,14219.754,0.64492587,0.76992587,0.64492587,0.40904087,403.70163,1,1,8,5000,12657.421,23825.733,16147.735,5000,5000,5000,5000,5000,488.73603,0,488.73603,66.639827
700.4,524.92149,524.92149,552.47774,-605.91987,105.19273,105.19273,50,22.173865,33.018862,36.355192,17.08694,53.442133,158.63486,1489.0701,14219.572,0.64490612,0.76990612,0.64490612,0.4069116,403.70958,1,1,8,5000,12657.258,23825.426,16148.065,5000,5000,5000,5000,5000,488.27669,0,488.27669,64.201048
700.5,522.21832,522.21832,549.59817,-602.76176,105.19089,105.19089,50,22.173296,33.017591,36.165706,16.997882,53.163587,158.35448,1489.051,14219.39,0.64488645,0.76988645,0.64488645,0.4047959,403.71721,1,1,8,5000,12657.095,23825.121,16148.383,5000,5000,5000,5000,5000,488.02912,0,488.02912,61.569058
700.6,519.57809,519.57809,546.74139,-599.62863,105.18906,105.18906,50,22.17273,33.016326,35.977718,16.909527,52.887245,158.0763,1489.0321,14219.209,0.64486688,0.76986688,0.64486688,0.40269691,403.72448,1,1,8,5000,12656.934,23824.817,16148.688,5000,5000,5000,5000,5000,487.99912,0,487.99912,58.742261
700.7,517.00572,517.00572,543.91166,-596.52518,105.18723,105.18723,50,22.172166,33.015067,35.791511,16.82201,52.613521,157.80075,1489.0133,14219.029,0.64484738,0.76984738,0.64484738,0.40061778,403.73138,1,1,8,5000,12656.773,23824.514,16148.979,5000,5000,5000,5000,5000,488.19254,0,488.19254,55.719128
700.8,514.50619,514.50619,541.11336,-593.4562,105.18542,105.18542,50,22.171605,33.013813,35.607372,16.735465,52.342837,157.52825,1488.9945,14218.85,0.64482798,0.76982798,0.64482798,0.39856172,403.73788,1,1,8,5000,12656.613,23824.212,16149.255,5000,5000,5000,5000,5000,488.61517,0,488.61517,52.498194
700.9,512.08451,512.08451,538.3509,-590.42652,105.18361,105.18361,50,22.171046,33.012565,35.425591,16.650028,52.075619,157.25923,1488.9758,14218.672,0.64480866,0.76980866,0.64480866,0.39653198,403.74396,1,1,8,5000,12656.453,23823.912,16149.515,5000,5000,5000,5000,5000,489.27284,0,489.27284,49.078058
701,509.74574,509.74574,535.62876,-587.44106,105.18181,105.18181,50,22.170489,33.011322,35.246464,16.565838,51.812302,156.99411,1488.9572,14218.494,0.64478942,0.76978942,0.64478942,0.39453187,403.7496,1,1,8,5000,12656.294,23823.613,16149.758,5000,5000,5000,5000,5000,490.10146,0,490.10146,45.527306
701.1,507.49324,507.49324,532.95131,-584.50462,105.18002,105.18002,50,22.169935,33.010084,35.070277,16.48303,51.553308,156.73333,1488.9387,14218.317,0.64477026,0.76977026,0.64477026,0.39256461,403.7548,1,1,8,5000,12656.136,23823.315,16149.984,5000,5000,5000,5000,5000,490.94405,0,490.94405,42.007266
701.2,505.32638,505.32638,530.32245,-581.62147,105.17824,105.17824,50,22.169383,33.008852,34.897288,16.401725,51.299013,156.47725,1488.9202,14218.141,0.64475118,0.76975118,0.64475118,0.39063307,403.75957,1,1,8,5000,12655.979,23823.019,16150.192,5000,5000,5000,5000,5000,491.79439,0,491.79439,38.528063
701.3,503.24427,503.24427,527.74562,-578.79538,105.17646,105.17646,50,22.168834,33.007625,34.727723,16.32203,51.049752,156.22621,1488.9018,14217.965,0.64473218,0.76973218,0.64473218,0.38873978,403.76392,1,1,8,5000,12655.822,23822.723,16150.383,5000,5000,5000,5000,5000,492.65244,0,492.65244,35.093179
701.4,501.24594,501.24594,525.22384,-576.02966,105.17469,105.17469,50,22.168287,33.006403,34.56178,16.244036,50.805816,155.98051,1488.8835,14217.79,0.64471326,0.76971326,0.64471326,0.38688698,403.76785,1,1,8,5000,12655.666,23822.429,16150.557,5000,5000,5000,5000,5000,493.51817,0,493.51817,31.705677
701.5,499.33033,499.33033,522.75975,-573.32721,105.17293,105.17293,50,22.167742,33.005186,34.399633,16.167827,50.56746,155.74039,1488.8653,14217.616,0.64469441,0.76969441,0.64469441,0.38507661,403.77136,1,1,8,5000,12655.51,23822.137,16150.714,5000,5000,5000,5000,5000,494.39152,0,494.39152,28.368234
701.6,497.49634,497.49634,520.35562,-570.69052,105.17117,105.17117,50,22.167199,33.003974,34.241431,16.093473,50.334904,155.50608,1488.8471,14217.443,0.64467564,0.76967564,0.64467564,0.38331035,403.77446,1,1,8,5000,12655.355,23821.845,16150.854,5000,5000,5000,5000,5000,495.27245,0,495.27245,25.083168
701.7,495.74278,495.74278,518.0134,-568.12174,105.16942,105.16942,50,22.166658,33.002766,34.087304,16.021033,50.108337,155.27776,1488.8291,14217.27,0.64465693,0.76965693,0.64465693,0.38158963,403.77717,1,1,8,5000,12655.201,23821.554,16150.979,5000,5000,5000,5000,5000,496.16093,0,496.16093,21.852472
701.8,494.06843,494.06843,515.73473,-565.62265,105.16768,105.16768,50,22.16612,33.001563,33.937359,15.950559,49.887918,155.0556,1488.811,14217.098,0.6446383,0.7696383,0.6446383,0.37991568,403.77948,1,1,8,5000,12655.047,23821.265,16151.087,5000,5000,5000,5000,5000,497.0569,0,497.0569,18.677834
701.9,492.47201,492.47201,513.52099,-563.19477,105.16595,105.16595,50,22.165583,33.000365,33.791686,15.882093,49.673779,154.83973,1488.7931,14216.927,0.64461974,0.76961974,0.64461974,0.37828949,403.78141,1,1,8,5000,12654.894,23820.977,16151.179,5000,5000,5000,5000,5000,497.96033,0,497.96033,15.560665
702,490.95221,490.95221,511.37329,-560.83932,105.16422,105.16422,50,22.165048,32.999171,33.650359,15.815669,49.466028,154.63025,1488.7752,14216.756,0.64460124,0.76960124,0.64460124,0.37671189,403.78296,1,1,8,5000,12654.741,23820.689,16151.256,5000,5000,5000,5000,5000,498.87117,0,498.87117,12.502124
702.1,489.5077,489.5077,509.2925,-558.55725,105.1625,105.1625,50,22.164516,32.997981,33.513435,15.751315,49.26475,154.42725,1488.7574,14216.586,0.6445828,0.7695828,0.6445828,0.37518354,403.78414,1,1,8,5000,12654.589,23820.403,16151.318,5000,5000,5000,5000,5000,499.78937,0,499.78937,9.5031344
702.2,488.1371,488.1371,507.2793,-556.34931,105.16078,105.16078,50,22.163985,32.996795,33.380959,15.689051,49.070009,154.23079,1488.7396,14216.416,0.64456442,0.76956442,0.64456442,0.37370492,403.78495,1,1,8,5000,12654.438,23820.118,16151.365,5000,5000,5000,5000,5000,500.71489,0,500.71489,6.5644076
702.3,486.83905,486.83905,505.33415,-554.216,105.15907,105.15907,50,22.163455,32.995613,33.25296,15.628891,48.881852,154.04092,1488.7219,14216.247,0.64454611,0.76954611,0.64454611,0.37227639,403.7854,1,1,8,5000,12654.286,23819.833,16151.398,5000,5000,5000,5000,5000,501.64769,0,501.64769,3.68646
702.4,485.61213,485.61213,503.45735,-552.15766,105.15736,105.15736,50,22.162928,32.994435,33.12946,15.570846,48.700306,153.85767,1488.7042,14216.078,0.64452785,0.76952785,0.64452785,0.37089817,403.78551,1,1,8,5000,12654.136,23819.55,16151.416,5000,5000,5000,5000,5000,502.58772,0,502.58772,0.86963034
702.5,484.45494,484.45494,501.64904,-550.17442,105.15566,105.15566,50,22.162402,32.993261,33.010465,15.514919,48.525384,153.68105,1488.6866,14215.91,0.64450965,0.76950965,0.64450965,0.36957035,403.78528,1,1,8,5000,12653.986,23819.267,16151.421,5000,5000,5000,5000,5000,503.53494,0,503.53494,-1.8859042
702.6,483.36606,483.36606,499.90918,-548.26626,105.15397,105.15397,50,22.161878,32.99209,32.895976,15.461109,48.357085,153.51105,1488.669,14215.742,0.6444915,0.7694915,0.6444915,0.36829292,403.78471,1,1,8,5000,12653.836,23818.986,16151.411,5000,5000,5000,5000,5000,504.48929,0,504.48929,-4.5801134
702.7,482.34408,482.34408,498.23764,-546.43303,105.15228,105.15228,50,22.161355,32.990923,32.785982,15.409412,48.195394,153.34767,1488.6515,14215.575,0.6444734,0.7694734,0.6444734,0.36706578,403.78382,1,1,8,5000,12653.687,23818.705,16151.388,5000,5000,5000,5000,5000,505.45074,0,505.45074,-7.2131001
702.8,481.38757,481.38757,496.63414,-544.67443,105.15059,105.15059,50,22.160834,32.989759,32.680466,15.359819,48.040285,153.19088,1488.6341,14215.408,0.64445534,0.76945534,0.64445534,0.36588873,403.78261,1,1,8,5000,12653.538,23818.424,16151.353,5000,5000,5000,5000,5000,506.41923,0,506.41923,-9.7850876
702.9,480.49512,480.49512,495.09831,-542.99003,105.14891,105.14891,50,22.160314,32.988598,32.579402,15.312319,47.891721,153.04063,1488.6167,14215.242,0.64443734,0.76943734,0.64443734,0.36476149,403.78108,1,1,8,5000,12653.39,23818.145,16151.304,5000,5000,5000,5000,5000,507.39472,0,507.39472,-12.296408
703,479.66533,479.66533,493.62967,-541.37933,105.14724,105.14724,50,22.159795,32.987441,32.48276,15.266897,47.749657,152.89689,1488.5993,14215.076,0.64441938,0.76941938,0.64441938,0.36368372,403.77926,1,1,8,5000,12653.242,23817.866,16151.243,5000,5000,5000,5000,5000,508.37716,0,508.37716,-14.74749
703.1,478.89678,478.89678,492.22765,-539.84169,105.14556,105.14556,50,22.159278,32.986286,32.390501,15.223536,47.614037,152.7596,1488.5819,14214.911,0.64440147,0.76940147,0.64440147,0.362655,403.77714,1,1,8,5000,12653.094,23817.588,16151.17,5000,5000,5000,5000,5000,509.3665,0,509.3665,-17.138851
703.2,478.18811,478.18811,490.89161,-538.37641,105.1439,105.1439,50,22.158762,32.985133,32.302585,15.182215,47.484799,152.6287,1488.5647,14214.745,0.64438359,0.76938359,0.64438359,0.36167486,403.77472,1,1,8,5000,12652.947,23817.311,16151.085,5000,5000,5000,5000,5000,510.3627,0,510.3627,-19.471087
703.3,477.53791,477.53791,489.62084,-536.98271,105.14223,105.14223,50,22.158247,32.983984,32.218963,15.142913,47.361875,152.50411,1488.5474,14214.581,0.64436575,0.76936575,0.64436575,0.36074277,403.77203,1,1,8,5000,12652.8,23817.035,16150.989,5000,5000,5000,5000,5000,511.3657,0,511.3657,-21.744861
703.4,476.94484,476.94484,488.41456,-535.65975,105.14057,105.14057,50,22.157734,32.982837,32.139585,15.105605,47.24519,152.38576,1488.5302,14214.416,0.64434795,0.76934795,0.64434795,0.35985817,403.76906,1,1,8,5000,12652.653,23816.758,16150.881,5000,5000,5000,5000,5000,512.37546,0,512.37546,-23.9609
703.5,476.40755,476.40755,487.27194,-534.4066,105.13891,105.13891,50,22.157221,32.981692,32.064396,15.070266,47.134662,152.27358,1488.513,14214.252,0.64433019,0.76933019,0.64433019,0.35902045,403.76583,1,1,8,5000,12652.507,23816.483,16150.763,5000,5000,5000,5000,5000,513.39192,0,513.39192,-26.119984
703.6,475.92471,475.92471,486.19211,-533.22232,105.13726,105.13726,50,22.156709,32.98055,31.993339,15.036869,47.030208,152.16747,1488.4958,14214.088,0.64431246,0.76931246,0.64431246,0.35822896,403.76234,1,1,8,5000,12652.36,23816.208,16150.633,5000,5000,5000,5000,5000,514.41505,0,514.41505,-28.22294
703.7,475.49501,475.49501,485.17414,-532.10588,105.13561,105.13561,50,22.156199,32.97941,31.926353,15.005386,46.931739,152.06735,1488.4787,14213.925,0.64429475,0.76929475,0.64429475,0.35748303,403.75859,1,1,0,5000,12652.215,23815.933,16150.493,5000,5000,5000,5000,5000,515.44478,0,515.44478,-30.270637
703.8,475.11715,475.11715,484.2171,-531.05626,105.13396,105.13396,50,22.155689,32.978271,31.863375,14.975786,46.839162,151.97312,1488.4616,14213.761,0.64427708,0.76927708,0.64427708,0.35678196,403.75459,1,1,0,5000,12652.069,23815.659,16150.343,5000,5000,5000,5000,5000,516.48107,0,516.48107,-32.263977
703.9,474.78987,474.78987,483.31998,-530.07236,105.13232,105.13232,50,22.15518,32.977135,31.804341,14.94804,46.752382,151.8847,1488.4446,14213.598,0.64425944,0.76925944,0.64425944,0.35612503,403.75036,1,1,0,5000,12651.924,23815.386,16150.184,5000,5000,5000,5000,5000,517.52387,0,517.52387,-34.203895
704,474.51191,474.51191,482.48178,-529.15308,105.13067,105.13067,50,22.154672,32.976001,31.749185,14.922117,46.671302,151.80197,1488.4275,14213.436,0.64424182,0.76924182,0.64424182,0.35551149,403.74589,1,1,0,5000,12651.779,23815.113,16150.014,5000,5000,5000,5000,5000,518.57313,0,518.57313,-36.091348
704.1,474.28205,474.28205,481.70147,-528.29729,105.12903,105.12903,50,22.154164,32.974868,31.697837,14.897984,46.595821,151.72485,1488.4105,14213.273,0.64422422,0.76922422,0.64422422,0.35494059,403.74119,1,1,0,5000,12651.634,23814.84,16149.835,5000,5000,5000,5000,5000,519.62879,0,519.62879,-37.927316
704.2,474.09909,474.09909,480.97801,-527.50385,105.12739,105.12739,50,22.153658,32.973736,31.650231,14.875608,46.525839,151.65323,1488.3935,14213.111,0.64420665,0.76920665,0.64420665,0.35441155,403.73627,1,1,0,5000,12651.489,23814.568,16149.648,5000,5000,5000,5000,5000,520.6908,0,520.6908,-39.712793
704.3,473.96183,473.96183,480.31033,-526.77158,105.12576,105.12576,50,22.153152,32.972606,31.606295,14.854959,46.461254,151.58701,1488.3765,14212.949,0.6441891,0.7691891,0.6441891,0.35392361,403.73114,1,1,0,5000,12651.345,23814.296,16149.451,5000,5000,5000,5000,5000,521.75912,0,521.75912,-41.448788
704.4,473.86913,473.86913,479.69737,-526.09933,105.12412,105.12412,50,22.152646,32.971478,31.56596,14.836001,46.401961,151.52608,1488.3595,14212.787,0.64417156,0.76917156,0.64417156,0.35347597,403.7258,1,1,0,5000,12651.2,23814.024,16149.246,5000,5000,5000,5000,5000,522.83368,0,522.83368,-43.136317
704.5,473.81984,473.81984,479.13805,-525.4859,105.12249,105.12249,50,22.152141,32.97035,31.529154,14.818702,46.347857,151.47035,1488.3426,14212.625,0.64415405,0.76915405,0.64415405,0.35306784,403.72025,1,1,0,5000,12651.056,23813.753,16149.032,5000,5000,5000,5000,5000,523.91445,0,523.91445,-44.776403
704.6,473.81285,473.81285,478.63129,-524.93012,105.12086,105.12086,50,22.151637,32.969224,31.495807,14.80303,46.298837,151.4197,1488.3257,14212.463,0.64413655,0.76913655,0.64413655,0.35269843,403.71451,1,1,0,5000,12650.912,23813.481,16148.81,5000,5000,5000,5000,5000,525.00136,0,525.00136,-46.370073
704.7,473.84707,473.84707,478.17601,-524.43081,105.11923,105.11923,50,22.151133,32.968099,31.465848,14.788949,46.254797,151.37403,1488.3087,14212.302,0.64411906,0.76911906,0.64411906,0.35236695,403.70857,1,1,0,5000,12650.768,23813.21,16148.58,5000,5000,5000,5000,5000,526.09436,0,526.09436,-47.918354
704.8,473.92145,473.92145,477.77113,-523.98677,105.1176,105.1176,50,22.150629,32.966974,31.439206,14.776427,46.215633,151.33324,1488.2918,14212.14,0.64410158,0.76910158,0.64410158,0.3520726,403.70245,1,1,0,5000,12650.624,23812.94,16148.343,5000,5000,5000,5000,5000,527.1934,0,527.1934,-49.422271
704.9,474.03493,474.03493,477.41559,-523.59683,105.11598,105.11598,50,22.150126,32.965851,31.41581,14.765431,46.18124,151.29722,1488.2749,14211.979,0.64408412,0.76908412,0.64408412,0.35181459,403.69615,1,1,0,5000,12650.481,23812.669,16148.098,5000,5000,5000,5000,5000,528.29843,0,528.29843,-50.882845
705,474.1865,474.1865,477.1083,-523.25981,105.11435,105.11435,50,22.149623,32.964728,31.395589,14.755927,46.151516,151.26587,1488.258,14211.817,0.64406666,0.76906666,0.64406666,0.35159213,403.68967,1,1,0,5000,12650.337,23812.399,16147.846,5000,5000,5000,5000,5000,529.40939,0,529.40939,-52.301092
